#! FIELDS d1 file.free der_d1
#! SET min_d1 0.214296
#! SET max_d1 4.02382
#! SET nbins_d1  1079
#! SET periodic_d1 false
    0.214296000  321.081329360   -7.821927954
    0.217829881  321.023815915  -27.065539959
    0.221363763  320.845696153  -80.604612898
    0.224897644  320.361137359 -209.487189990
    0.228431525  319.193607200 -479.837615421
    0.231965406  316.702213110 -971.405515977
    0.235499288  311.993653922 -1739.553491368
    0.239033169  304.098969985 -2760.683920722
    0.242567050  292.344824783 -3888.921687542
    0.246100931  276.773522232 -4874.985341809
    0.249634813  258.357955965 -5461.612474524
    0.253168694  238.808105872 -5508.666874012
    0.256702575  220.000527560 -5066.413837176
    0.260236456  203.320639851 -4346.917670989
    0.263770338  189.288017929 -3609.027212428
    0.267304219  177.595131754 -3044.567146084
    0.270838100  167.476570516 -2718.300935967
    0.274371981  158.149982793 -2580.883799360
    0.277905863  149.133474800 -2523.260078485
    0.281439744  140.338440596 -2441.679065291
    0.284973625  131.959057138 -2284.281605971
    0.288507506  124.265803258 -2059.387222702
    0.292041388  117.425161556 -1814.153371284
    0.295575269  111.424555728 -1591.539381969
    0.299109150  106.132043312 -1414.702306054
    0.302643032  101.373716034 -1289.464833494
    0.306176913   96.962739822 -1218.581597976
    0.309710794   92.700579508 -1207.040888905
    0.313244675   88.369923365 -1258.304226880
    0.316778557   83.759832069 -1360.813450732
    0.320312438   78.728374181 -1494.258071201
    0.323846319   73.219891739 -1625.979919604
    0.327380200   67.286348678 -1731.009350012
    0.330914082   61.057892038 -1791.484350798
    0.334447963   54.707715593 -1799.430391542
    0.337981844   48.420250878 -1755.250616476
    0.341515725   42.365756616 -1673.359803384
    0.345049607   36.640267574 -1570.771812912
    0.348583488   31.284820037 -1467.344432221
    0.352117369   26.290127920 -1366.221592216
    0.355651250   21.653397406 -1263.674677188
    0.359185132   17.395875308 -1149.197390824
    0.362719013   13.570031766 -1019.731764551
    0.366252894   10.227158071 -879.634877066
    0.369786776    7.387369658 -735.467043046
    0.373320657    5.047452286 -596.532839218
    0.376854538    3.185371863 -467.789717627
    0.380388419    1.765567777 -346.362982967
    0.383922301    0.766410247 -228.196478495
    0.387456182    0.179853339 -112.565493046
    0.390990063    0.000000000    0.808840122
    0.394523944    0.212362283  108.204247280
    0.398057826    0.785043205  203.538227249
    0.401591707    1.665758732  282.753436549
    0.405125588    2.797196886  345.258931147
    0.408659469    4.131818807  396.491565831
    0.412193351    5.630733748  441.701658991
    0.415727232    7.271945771  475.401046833
    0.419261113    9.009284461  492.370559315
    0.422794994   10.763686689  485.350048877
    0.426328876   12.441413227  449.792805035
    0.429862757   13.954258315  392.936523341
    0.433396638   15.256230517  336.227006444
    0.436930519   16.382701848  293.068007757
    0.440464401   17.386960517  267.368672549
    0.443998282   18.313327318  247.687506463
    0.447532163   19.170724617  227.676790269
    0.451066045   19.965076390  214.217232998
