#! FIELDS d1 file.free der_d1
#! SET min_d1 0.214296
#! SET max_d1 4.02382
#! SET nbins_d1  1079
#! SET periodic_d1 false
    0.214296000  289.477190684   -0.000000000
    0.217829881  289.477063409   -0.053781874
    0.221363763  289.474310583   -1.152431676
    0.224897644  289.462165731   -5.635329895
    0.228431525  289.419313244  -20.016788712
    0.231965406  289.286524528  -60.118780868
    0.235499288  288.925066811 -156.759552092
    0.239033169  288.048233126 -361.542311509
    0.242567050  286.162322928 -738.265954057
    0.246100931  282.563070178 -1335.982107532
    0.249634813  276.461963362 -2145.034006925
    0.253168694  267.268365569 -3059.765310076
    0.256702575  254.935423756 -3885.415008450
    0.260236456  240.156437486 -4412.419376844
    0.263770338  224.245618678 -4518.271220915
    0.267304219  208.675197824 -4238.903096443
    0.270838100  194.534731968 -3744.003932037
    0.274371981  182.217222214 -3237.489689323
    0.277905863  171.498162525 -2852.221698072
    0.281439744  161.877198650 -2612.105432300
    0.284973625  152.913802984 -2468.971805528
    0.288507506  144.376292314 -2363.391831808
    0.292041388  136.196402805 -2264.044634614
    0.295575269  128.363094365 -2168.034654454
    0.299109150  120.849968682 -2084.751110027
    0.302643032  113.600389452 -2021.925742688
    0.306176913  106.535410229 -1980.909528820
    0.309710794   99.587071418 -1954.990602275
    0.313244675   92.719336165 -1934.305036865
    0.316778557   85.931179696 -1907.285861732
    0.320312438   79.250890409 -1875.758058639
    0.323846319   72.683176107 -1845.544250442
    0.327380200   66.203794926 -1826.801254706
    0.330914082   59.773869735 -1816.408340287
    0.334447963   53.389439480 -1797.782279122
    0.337981844   47.116114028 -1748.972509605
    0.341515725   41.084269248 -1664.365088951
    0.345049607   35.402072902 -1552.559879216
    0.348583488   30.131792049 -1435.663269527
    0.352117369   25.268037526 -1323.534690293
    0.355651250   20.790284311 -1216.626010931
    0.359185132   16.694881825 -1104.654188937
    0.362719013   13.014557025 -981.528522236
    0.366252894    9.792507753 -848.469081945
    0.369786776    7.049949162 -710.478306612
    0.373320657    4.787531437 -576.371439768
    0.376854538    2.988082643 -451.344898244
    0.380388419    1.620350980 -332.266878863
    0.383922301    0.667705416 -214.724545697
    0.387456182    0.128211945  -98.277507856
    0.390990063    0.000000000   16.764610278
    0.394523944    0.270275892  125.944768400
    0.398057826    0.907103699  223.105711036
    0.401591707    1.859683858  305.075581808
    0.405125588    3.076680955  372.845368682
    0.408659469    4.521657832  432.838950823
    0.412193351    6.167540019  489.888506647
    0.415727232    8.000840055  537.052142032
    0.419261113    9.979409293  568.488211911
    0.422794994   12.029389168  577.949833177
    0.426328876   14.066987708  562.368628376
    0.429862757   16.015144264  527.781301421
    0.433396638   17.827391540  489.816752649
    0.436930519   19.511298346  453.131669159
    0.440464401   21.062629421  414.296262169
    0.443998282   22.452136954  360.847042866
    0.447532163   23.626330883  293.510824184
    0.451066045   24.564376437  231.537879565
    0.454599926   25.323732225  193.364305840
    0.458133807   25.990205425  176.928867592
    0.461667688   26.610189091  163.006493447
    0.465201570   27.163437565  138.370833396
    0.468735451   27.607280759  103.292979718
    0.472269332   27.921131799   66.380927444
    0.475803213   28.111181419   31.877109295
    0.479337095   28.184152780    1.188167678
    0.482870976   28.156126523  -23.753240877
    0.486404857   28.054027008  -41.395590901
    0.489938738   27.899522954  -52.388783962
    0.493472620   27.703965832  -69.441594081
    0.497006501   27.435035976  -93.346946185
    0.500540382   27.078440166 -114.277703897
    0.504074263   26.670448452 -120.532361272
